,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,household_key,nDay,latestDay,nBasket,COUPON_DISC,dayWCoupRed,SALES_VALUE,RETAIL_DISC,COUPON_MATCH,distProdPDay,avgSalesPDay,avgCoupDiscPDay,avgRetlDiscPDay,coupRedPBask,frequency,recency,variety,monetary,redeemedCoup
398,25-34,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1190,205,711,205,-11.6,12,3327.02,-549.47,-2.15,1205,16.23,-0.06,-2.68,0.06,0.28,19,5.88,2765.95,1
399,35-44,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1197,133,705,133,-274.59,187,7988.7300000000005,-966.56,-41.04,1987,60.07,-2.06,-7.27,1.41,0.18,25,14.94,6747.58,1
400,45-54,A,35-49K,Homeowner,2 Adults Kids,4,2,1218,86,702,86,-33.08,44,3093.53,-624.09,-13.07,1086,35.97,-0.38,-7.26,0.51,0.12,28,12.63,2436.36,1
401,19-24,A,15-24K,Homeowner,2 Adults Kids,3,1,1219,110,709,110,-4.0,1,823.08,-141.93,0.0,352,7.48,-0.04,-1.29,0.01,0.15,21,3.2,677.15,1
402,45-54,U,15-24K,Homeowner,Single Female,1,None/Unknown,1222,156,709,156,-48.97,31,5833.39,-1173.77,-4.49,1992,37.39,-0.31,-7.52,0.2,0.21,21,12.77,4610.65,1
403,25-34,B,35-49K,Homeowner,1 Adult Kids,3,2,1226,73,701,73,-21.0,25,6237.46,-1390.39,-2.45,2367,85.44,-0.29,-19.05,0.34,0.1,29,32.42,4826.07,1
404,45-54,U,100-124K,Unknown,Single Female,1,None/Unknown,1228,469,711,469,-264.6,72,14503.89,-2228.94,-10.19,3998,30.93,-0.56,-4.75,0.15,0.64,19,8.52,12010.35,1
405,55-64,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1229,300,711,300,-32.3,43,18304.31,-1638.11,-10.9,4452,61.01,-0.11,-5.46,0.14,0.41,19,14.84,16633.9,1
406,45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1234,93,710,93,-4.6,6,5547.83,-915.26,-1.4,1575,59.65,-0.05,-9.84,0.06,0.13,20,16.94,4627.97,1
407,35-44,U,50-74K,Unknown,2 Adults Kids,3,1,1236,165,709,165,0.0,0,3993.01,-685.68,0.0,1465,24.2,0.0,-4.16,0.0,0.23,21,8.88,3307.33,0
408,45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1240,179,711,179,-10.77,4,11250.07,-880.96,0.0,2878,62.85,-0.06,-4.92,0.02,0.25,19,16.08,10358.34,1
409,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1247,111,709,111,-16.33,9,6639.95,-1164.32,-1.35,2666,59.82,-0.15,-10.49,0.08,0.15,21,24.02,5459.3,1
410,45-54,U,50-74K,Unknown,1 Adult Kids,2,1,1248,140,702,140,-77.66,50,9091.29,-1232.19,-5.3500000000000005,2295,64.94,-0.55,-8.8,0.36,0.19,28,16.39,7781.44,1
411,45-54,U,50-74K,Unknown,1 Adult Kids,2,1,1256,157,706,157,-18.95,14,5274.32,-434.27,-0.75,1523,33.59,-0.12,-2.77,0.09,0.22,24,9.7,4821.1,1
412,45-54,U,50-74K,Homeowner,2 Adults Kids,3,1,1257,31,707,31,0.0,0,1389.1200000000001,-249.03,0.0,479,44.81,0.0,-8.03,0.0,0.04,23,15.45,1140.09,0
413,45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown,1258,212,711,212,-8.5,5,3502.45,-723.03,-0.5,1023,16.52,-0.04,-3.41,0.02,0.29,19,4.83,2770.92,1
414,65+,U,50-74K,Homeowner,Single Male,1,None/Unknown,1260,129,711,129,-6.05,6,11200.800000000001,-950.99,-0.45,3633,86.83,-0.05,-7.37,0.05,0.18,19,28.16,10243.76,1
415,45-54,A,25-34K,Homeowner,Single Female,2,None/Unknown,1261,180,705,180,-14.85,9,3777.98,-614.71,-1.15,1402,20.99,-0.08,-3.42,0.05,0.25,25,7.79,3148.42,1
416,25-34,B,15-24K,Unknown,Single Male,1,None/Unknown,1263,111,682,111,-10.23,6,5257.4400000000005,-739.0699999999999,-0.75,1380,47.36,-0.09,-6.66,0.05,0.15,48,12.43,4508.14,1
417,45-54,U,15-24K,Unknown,Single Male,1,None/Unknown,1264,118,701,118,-81.4,35,6458.78,-974.74,-5.6,1544,54.74,-0.69,-8.26,0.3,0.16,29,13.08,5402.64,1
418,25-34,U,75-99K,Unknown,Single Female,1,None/Unknown,1267,64,709,64,-0.5,1,1689.84,-169.92,-0.5,709,26.4,-0.01,-2.66,0.02,0.09,21,11.08,1519.42,1
419,35-44,U,Under 15K,Homeowner,2 Adults Kids,4,2,1268,62,706,62,0.0,0,3013.56,-437.84999999999997,0.0,855,48.61,0.0,-7.06,0.0,0.08,24,13.79,2575.71,0
420,45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,1270,63,705,63,0.0,0,3455.32,-362.48,0.0,900,54.85,0.0,-5.75,0.0,0.09,25,14.29,3092.84,0
421,65+,A,35-49K,Homeowner,Single Female,2,None/Unknown,1272,249,711,249,-35.25,36,10019.45,-1337.45,-6.0,3298,40.24,-0.14,-5.37,0.14,0.34,19,13.24,8646.75,1
422,25-34,B,25-34K,Renter,1 Adult Kids,3,2,1285,125,709,125,-67.12,48,5048.59,-1334.54,-6.1000000000000005,2295,40.39,-0.54,-10.68,0.38,0.17,21,18.36,3646.93,1
423,55-64,A,35-49K,Homeowner,Single Male,2,None/Unknown,1291,100,707,100,-12.7,13,3290.01,-585.06,-3.6,1320,32.9,-0.13,-5.85,0.13,0.14,23,13.2,2692.25,1
424,65+,A,25-34K,Homeowner,Single Female,2,None/Unknown,1296,78,708,78,-8.95,9,2124.43,-614.34,-1.25,885,27.24,-0.11,-7.88,0.12,0.11,22,11.35,1501.14,1
425,35-44,U,75-99K,Homeowner,Unknown,1,None/Unknown,1297,124,711,124,-3.0,1,2733.28,-231.32,0.0,830,22.04,-0.02,-1.87,0.01,0.17,19,6.69,2498.96,1
426,35-44,U,15-24K,Renter,2 Adults Kids,4,2,1299,135,711,135,-129.1,141,5959.57,-1500.23,-40.55,2128,44.14,-0.96,-11.11,1.04,0.18,19,15.76,4330.24,1
427,45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,1300,73,710,73,-24.03,19,2959.65,-545.17,-5.949999999999999,966,40.54,-0.33,-7.47,0.26,0.1,20,13.23,2390.45,1
428,19-24,B,Under 15K,Renter,1 Adult Kids,2,1,1305,240,681,240,-16.9,16,7552.93,-1334.18,-1.4,2186,31.47,-0.07,-5.56,0.07,0.33,49,9.11,6201.85,1
429,45-54,U,Under 15K,Unknown,Unknown,1,None/Unknown,1306,148,708,148,-6.33,6,3041.69,-544.16,-1.2,1258,20.55,-0.04,-3.68,0.04,0.2,22,8.5,2491.2,1
430,55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1316,53,693,53,-7.199999999999999,10,3736.48,-587.06,-1.8499999999999999,1157,70.5,-0.14,-11.08,0.19,0.07,37,21.83,3142.22,1
431,65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1318,71,697,71,-17.8,16,5583.96,-432.56,-1.4,1571,78.65,-0.25,-6.09,0.23,0.1,33,22.13,5133.6,1
432,19-24,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1321,179,710,179,-2.5,1,1888.13,-441.09,0.0,1022,10.55,-0.01,-2.46,0.01,0.25,20,5.71,1444.54,1
433,45-54,U,Under 15K,Homeowner,Single Male,1,None/Unknown,1326,243,707,243,-17.6,19,8831.210000000001,-1608.27,-3.6,2552,36.34,-0.07,-6.62,0.08,0.33,23,10.5,7205.34,1
434,45-54,U,125-149K,Homeowner,2 Adults Kids,4,2,1333,123,705,123,-60.92,36,7709.85,-784.71,-2.65,2410,62.68,-0.5,-6.38,0.29,0.17,25,19.59,6864.22,1
435,45-54,U,50-74K,Homeowner,2 Adults Kids,4,2,1337,211,711,211,-82.6,57,11500.76,-2763.69,-6.2,4109,54.51,-0.39,-13.1,0.27,0.29,19,19.47,8654.47,1
436,35-44,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1352,119,711,119,-5.79,7,5398.95,-530.49,-0.45,1612,45.37,-0.05,-4.46,0.06,0.16,19,13.55,4862.67,1
437,65+,B,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1354,79,710,79,-12.75,14,2534.7599999999998,-446.72,-1.5,909,32.09,-0.16,-5.65,0.18,0.11,20,11.51,2075.29,1
438,55-64,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1357,82,710,82,-54.2,30,3061.9,-983.64,-5.95,509,37.34,-0.66,-12.0,0.37,0.11,20,6.21,2024.06,1
439,25-34,U,15-24K,Unknown,1 Adult Kids,2,1,1363,50,711,50,-3.0,3,4075.4,-678.59,0.0,1244,81.51,-0.06,-13.57,0.06,0.07,19,24.88,3393.81,1
440,65+,B,100-124K,Homeowner,Single Female,1,None/Unknown,1364,138,710,138,-47.65,42,2466.05,-441.99,-9.25,912,17.87,-0.35,-3.2,0.3,0.19,20,6.61,1976.41,1
441,35-44,U,75-99K,Homeowner,2 Adults Kids,3,1,1367,243,710,243,-47.85,47,12125.48,-2211.05,-12.05,3615,49.9,-0.2,-9.1,0.19,0.33,20,14.88,9866.58,1
442,25-34,B,Under 15K,Probable Renter,Single Male,1,None/Unknown,1369,136,711,136,-1.0,1,3105.71,-418.26,0.0,1057,22.84,-0.01,-3.08,0.01,0.19,19,7.77,2686.45,1
443,65+,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1370,84,711,84,-3.5,2,8531.89,-1515.39,0.0,2853,101.57,-0.04,-18.04,0.02,0.12,19,33.96,7013.0,1
444,55-64,U,50-74K,Homeowner,Unknown,1,None/Unknown,1376,180,708,180,-149.69,207,11041.41,-1943.32,-61.49,2955,61.34,-0.83,-10.8,1.15,0.25,22,16.42,8948.4,1
445,25-34,U,100-124K,Unknown,Single Female,1,None/Unknown,1378,116,707,116,-12.25,8,6933.72,-995.06,0.0,2608,59.77,-0.11,-8.58,0.07,0.16,23,22.48,5926.41,1
446,45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1382,111,706,111,-3.25,4,3082.47,-615.02,-1.1,878,27.77,-0.03,-5.54,0.04,0.15,24,7.91,2464.2,1
447,35-44,A,100-124K,Unknown,2 Adults Kids,3,1,1388,130,709,130,-36.64,41,6949.16,-854.35,-11.15,1985,53.46,-0.28,-6.57,0.32,0.18,21,15.27,6058.17,1
448,65+,A,100-124K,Homeowner,Single Female,2,None/Unknown,1389,39,701,39,-5.55,3,2841.16,-258.67,-0.45,701,72.85,-0.14,-6.63,0.08,0.05,29,17.97,2576.94,1
449,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1391,148,708,148,-27.35,37,8105.74,-1907.73,-10.850000000000001,2209,54.77,-0.18,-12.89,0.25,0.2,22,14.93,6170.66,1
450,35-44,B,150-174K,Homeowner,Single Female,1,None/Unknown,1393,189,708,189,-20.48,15,5950.89,-739.21,-2.9,1825,31.49,-0.11,-3.91,0.08,0.26,22,9.66,5191.2,1
451,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1394,144,707,144,-17.189999999999998,16,4391.58,-764.57,-1.7,1521,30.5,-0.12,-5.31,0.11,0.2,23,10.56,3609.82,1
452,65+,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1396,196,620,196,-51.99,33,7177.06,-1976.05,-3.25,2562,36.62,-0.27,-10.08,0.17,0.27,110,13.07,5149.02,1
453,45-54,B,35-49K,Renter,Single Female,1,None/Unknown,1397,241,708,241,-41.63,62,5707.6,-921.4,-18.19,2326,23.68,-0.17,-3.82,0.26,0.33,22,9.65,4744.57,1
454,55-64,U,15-24K,Unknown,Single Male,1,None/Unknown,1402,156,709,156,-0.25,1,2245.76,-323.37,-0.25,818,14.4,-0.0,-2.07,0.01,0.21,21,5.24,1922.14,1
455,45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,1412,75,705,75,-8.05,8,4053.15,-629.15,-0.95,1381,54.04,-0.11,-8.39,0.11,0.1,25,18.41,3415.95,1
456,25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,1418,77,707,77,-2.2,4,2735.2,-350.81,-2.2,805,35.52,-0.03,-4.56,0.05,0.11,23,10.45,2382.19,1
457,35-44,U,35-49K,Unknown,Single Female,1,None/Unknown,1419,388,711,388,-209.09,215,7634.57,-2113.61,-56.8,2901,19.68,-0.54,-5.45,0.55,0.53,19,7.48,5311.87,1
458,35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1421,195,711,195,-29.44,33,5535.2,-1246.72,-4.25,1813,28.39,-0.15,-6.39,0.17,0.27,19,9.3,4259.04,1
459,45-54,U,15-24K,Unknown,Single Male,1,None/Unknown,1423,152,698,152,-0.75,1,1695.76,-220.83,-0.25,496,11.16,-0.0,-1.45,0.01,0.21,32,3.26,1474.18,1
460,19-24,B,50-74K,Unknown,2 Adults Kids,3,1,1425,105,709,105,-59.91,52,3828.6,-1219.1,-12.2,1505,36.46,-0.57,-11.61,0.5,0.14,21,14.33,2549.59,1
461,55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1428,133,702,133,-20.69,13,4911.53,-1041.75,-1.0,1642,36.93,-0.16,-7.83,0.1,0.18,28,12.35,3849.09,1
462,45-54,B,35-49K,Renter,Single Female,1,None/Unknown,1429,77,710,77,-38.89,51,818.5600000000001,-344.17,-15.0,315,10.63,-0.51,-4.47,0.66,0.11,20,4.09,435.5,1
463,35-44,A,35-49K,Homeowner,2 Adults Kids,3,1,1430,232,711,232,-54.5,36,20352.99,-2437.12,-2.99,5349,87.73,-0.23,-10.5,0.16,0.32,19,23.06,17861.37,1
464,25-34,A,15-24K,Homeowner,1 Adult Kids,3,1,1437,89,690,89,-104.07,133,4775.56,-1239.07,-35.89,2237,53.66,-1.17,-13.92,1.49,0.12,40,25.13,3432.42,1
465,45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown,1438,34,705,34,0.0,0,2130.77,-199.37,0.0,568,62.67,0.0,-5.86,0.0,0.05,25,16.71,1931.4,0
466,35-44,U,150-174K,Unknown,2 Adults No Kids,2,None/Unknown,1443,154,710,154,-2.0,2,2221.48,-165.5,0.0,593,14.43,-0.01,-1.07,0.01,0.21,20,3.85,2053.98,1
467,35-44,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1445,159,708,159,-20.05,11,5130.59,-958.47,0.0,1702,32.27,-0.13,-6.03,0.07,0.22,22,10.7,4152.07,1
468,45-54,A,125-149K,Homeowner,1 Adult Kids,5+,3+,1451,209,710,209,-174.15,168,6700.05,-1452.24,-51.28,1804,32.06,-0.83,-6.95,0.8,0.29,20,8.63,5073.66,1
469,45-54,A,25-34K,Unknown,2 Adults Kids,3,1,1452,267,699,267,-2.0,1,1884.05,-230.69,0.0,1031,7.06,-0.01,-0.86,0.0,0.37,31,3.86,1651.36,1
470,45-54,A,125-149K,Homeowner,2 Adults Kids,3,1,1453,401,710,401,-95.86,91,21661.29,-2784.14,-15.5,6499,54.02,-0.24,-6.94,0.23,0.55,20,16.21,18781.29,1
471,65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1454,135,711,135,-31.86,26,4934.0,-811.74,-6.0,1325,36.55,-0.24,-6.01,0.19,0.18,19,9.81,4090.4,1
472,35-44,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1461,221,709,221,-2.0,2,7246.2,-1081.86,0.0,1912,32.79,-0.01,-4.9,0.01,0.3,21,8.65,6162.34,1
473,25-34,A,50-74K,Renter,2 Adults No Kids,2,None/Unknown,1462,114,704,114,-9.69,8,4830.0,-918.97,-1.2,1914,42.37,-0.08,-8.06,0.07,0.16,26,16.79,3901.34,1
474,35-44,A,50-74K,Probable Owner,2 Adults Kids,4,2,1467,363,711,363,-6.49,4,2957.82,-505.13,0.0,1411,8.15,-0.02,-1.39,0.01,0.5,19,3.89,2446.2,1
475,65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1468,77,568,77,-3.0,3,4131.73,-482.32,0.0,1220,53.66,-0.04,-6.26,0.04,0.11,162,15.84,3646.41,1
476,45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,1470,112,708,112,-4.0,4,1991.3300000000002,-320.34,0.0,597,17.78,-0.04,-2.86,0.04,0.15,22,5.33,1666.99,1
477,35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,1474,69,707,69,0.0,0,2445.87,-532.84,0.0,961,35.45,0.0,-7.72,0.0,0.09,23,13.93,1913.03,0
478,25-34,B,50-74K,Homeowner,Single Male,1,None/Unknown,1475,262,710,262,-34.24,46,14855.210000000001,-2452.71,-14.25,4048,56.7,-0.13,-9.36,0.18,0.36,20,15.45,12368.26,1
479,45-54,U,15-24K,Probable Renter,Unknown,1,None/Unknown,1479,445,709,445,-48.45,41,9129.23,-1110.23,-4.9,3332,20.52,-0.11,-2.49,0.09,0.61,21,7.49,7970.55,1
480,19-24,U,35-49K,Unknown,Single Male,1,None/Unknown,1481,131,708,131,-2.75,4,3298.77,-509.06,-1.0,1275,25.18,-0.02,-3.89,0.03,0.18,22,9.73,2786.96,1
481,19-24,U,Under 15K,Unknown,Unknown,1,None/Unknown,1483,98,711,98,-10.38,14,4725.27,-904.12,-2.8,1854,48.22,-0.11,-9.23,0.14,0.13,19,18.92,3810.77,1
482,19-24,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1484,98,708,98,-43.88,78,3209.39,-576.68,-24.55,1438,32.75,-0.45,-5.88,0.8,0.13,22,14.67,2588.83,1
483,35-44,U,50-74K,Homeowner,Single Male,1,None/Unknown,1485,64,696,64,-12.49,6,2187.88,-203.82,0.0,464,34.19,-0.2,-3.18,0.09,0.09,34,7.25,1971.57,1
484,25-34,A,50-74K,Probable Owner,Single Female,2,None/Unknown,1488,71,692,71,-35.68,28,3246.92,-713.62,-3.1,1163,45.73,-0.5,-10.05,0.39,0.1,38,16.38,2497.62,1
485,65+,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1491,257,710,257,-3.05,5,5635.97,-776.82,-1.35,2131,21.93,-0.01,-3.02,0.02,0.35,20,8.29,4856.1,1
486,65+,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1492,89,709,89,-2.5,1,1226.29,-248.4,0.0,502,13.78,-0.03,-2.79,0.01,0.12,21,5.64,975.39,1
487,65+,B,25-34K,Unknown,Single Female,1,None/Unknown,1494,55,700,55,-2.75,3,2595.09,-366.99,0.0,1161,47.18,-0.05,-6.67,0.05,0.08,30,21.11,2225.35,1
488,55-64,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1499,83,711,83,-12.75,7,2106.09,-562.25,-0.25,560,25.37,-0.15,-6.77,0.08,0.11,19,6.75,1531.09,1
489,45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,1505,99,656,99,-36.79,47,4053.23,-579.66,-11.7,1580,40.94,-0.37,-5.86,0.47,0.14,74,15.96,3436.78,1
490,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1509,181,710,181,-9.5,6,6452.83,-688.53,-0.25,1476,35.65,-0.05,-3.8,0.03,0.25,20,8.15,5754.8,1
491,45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,1517,120,708,120,-25.99,18,3871.04,-1230.7,-3.0,1451,32.26,-0.22,-10.26,0.15,0.16,22,12.09,2614.35,1
492,45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1524,53,710,53,-59.67,62,2800.81,-489.31,-13.65,850,52.85,-1.13,-9.23,1.17,0.07,20,16.04,2251.83,1
493,25-34,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1527,253,710,253,-12.24,6,17295.18,-1919.8700000000001,-0.25,3716,68.36,-0.05,-7.59,0.02,0.35,20,14.69,15363.07,1
494,35-44,B,125-149K,Unknown,Single Female,1,None/Unknown,1528,200,711,200,-6.98,5,8086.55,-1628.4,0.0,2867,40.43,-0.03,-8.14,0.02,0.27,19,14.34,6451.17,1
495,45-54,U,50-74K,Unknown,Single Male,1,None/Unknown,1529,184,707,184,-156.51,122,9025.51,-1595.74,-17.11,2727,49.05,-0.85,-8.67,0.66,0.25,23,14.82,7273.26,1
496,25-34,A,75-99K,Renter,2 Adults Kids,3,1,1534,257,708,257,-142.73,127,8449.68,-1033.68,-24.59,2452,32.88,-0.56,-4.02,0.49,0.35,22,9.54,7273.27,1
497,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1536,144,711,144,-29.990000000000002,12,6960.1900000000005,-998.42,-0.5,1772,48.33,-0.21,-6.93,0.08,0.2,19,12.31,5931.78,1
498,19-24,A,35-49K,Renter,2 Adults Kids,3,1,1537,107,691,107,-2.8,3,2878.58,-409.1,-0.8,877,26.9,-0.03,-3.82,0.03,0.15,39,8.2,2466.68,1
499,45-54,U,15-24K,Unknown,2 Adults Kids,4,2,1540,128,710,128,-3.05,2,3598.69,-728.13,-0.45,1499,28.11,-0.02,-5.69,0.02,0.18,20,11.71,2867.51,1
500,35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,1541,99,705,99,-117.49,155,7743.35,-829.7,-39.1,2502,78.22,-1.19,-8.38,1.57,0.14,25,25.27,6796.16,1
501,45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1545,160,709,160,-9.05,9,3948.53,-667.71,-1.55,1262,24.68,-0.06,-4.17,0.06,0.22,21,7.89,3271.77,1
502,45-54,U,15-24K,Homeowner,Unknown,1,None/Unknown,1549,152,711,152,-26.0,34,1988.91,-393.73,-6.23,825,13.08,-0.17,-2.59,0.22,0.21,19,5.43,1569.18,1
503,45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1556,130,710,130,-42.41,72,3799.8,-1063.73,-22.650000000000002,1836,29.23,-0.33,-8.18,0.55,0.18,20,14.12,2693.66,1
504,25-34,A,100-124K,Renter,1 Adult Kids,4,2,1557,165,710,165,-9.2,12,6528.36,-544.92,-2.95,1804,39.57,-0.06,-3.3,0.07,0.23,20,10.93,5974.24,1
505,45-54,A,75-99K,Homeowner,Unknown,3,1,1563,93,698,93,-9.99,4,4754.88,-725.5,0.0,1185,51.13,-0.11,-7.8,0.04,0.13,32,12.74,4019.39,1
506,35-44,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1566,231,709,231,-22.05,16,10567.710000000001,-1119.14,-2.05,2495,45.75,-0.1,-4.84,0.07,0.32,21,10.8,9426.52,1
507,45-54,U,15-24K,Renter,Single Male,1,None/Unknown,1567,137,708,137,-5.05,3,2124.23,-242.31,-0.45,1001,15.51,-0.04,-1.77,0.02,0.19,22,7.31,1876.87,1
508,55-64,B,35-49K,Homeowner,Single Female,1,None/Unknown,1568,74,708,74,-7.95,7,4575.9400000000005,-1313.68,-0.25,1338,61.84,-0.11,-17.75,0.09,0.1,22,18.08,3254.31,1
509,35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1572,49,711,49,-21.89,26,2544.41,-505.32,-6.550000000000001,761,51.93,-0.45,-10.31,0.53,0.07,19,15.53,2017.2,1
510,45-54,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,1578,83,697,83,-3.55,3,2846.81,-497.49,-0.95,1181,34.3,-0.04,-5.99,0.04,0.11,33,14.23,2345.77,1
511,19-24,B,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,1580,155,710,155,-0.75,2,1771.02,-404.94,-0.75,1278,11.43,-0.0,-2.61,0.01,0.21,20,8.25,1365.33,1
512,45-54,B,150-174K,Homeowner,Single Female,1,None/Unknown,1585,134,705,134,-5.8,4,9353.85,-984.25,-0.7,1988,69.8,-0.04,-7.35,0.03,0.18,25,14.84,8363.8,1
513,35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,1588,196,708,196,-6.0,6,5199.9800000000005,-563.89,-1.0,1896,26.53,-0.03,-2.88,0.03,0.27,22,9.67,4630.09,1
514,25-34,U,25-34K,Unknown,Single Female,1,None/Unknown,1591,93,708,93,-60.85,75,4844.96,-798.55,-14.6,1538,52.1,-0.65,-8.59,0.81,0.13,22,16.54,3985.56,1
515,45-54,U,50-74K,Homeowner,Single Male,1,None/Unknown,1595,122,710,122,-4.0,3,5644.07,-635.86,0.0,1438,46.26,-0.03,-5.21,0.02,0.17,20,11.79,5004.21,1
516,35-44,U,35-49K,Probable Owner,2 Adults No Kids,2,None/Unknown,1604,148,711,148,0.0,0,818.41,-95.17999999999999,0.0,388,5.53,0.0,-0.64,0.0,0.2,19,2.62,723.23,0
517,45-54,A,125-149K,Homeowner,2 Adults Kids,5+,3+,1609,327,711,327,-78.48,100,27859.68,-2431.2,-22.5,6620,85.2,-0.24,-7.43,0.31,0.45,19,20.24,25350.0,1
518,35-44,A,75-99K,Homeowner,Single Female,2,None/Unknown,1618,88,711,88,-106.45,147,4562.4800000000005,-480.21999999999997,-35.8,1312,51.85,-1.21,-5.46,1.67,0.12,19,14.91,3975.81,1
519,25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,1627,91,711,91,-3.73,4,3484.02,-508.31,0.0,807,38.29,-0.04,-5.59,0.04,0.12,19,8.87,2971.98,1
520,19-24,B,Under 15K,Renter,1 Adult Kids,4,3+,1631,274,711,274,-19.31,14,10427.21,-2606.53,-2.25,4681,38.06,-0.07,-9.51,0.05,0.38,19,17.08,7801.37,1
521,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1633,178,706,178,-153.48,209,10162.78,-1883.04,-57.8,3637,57.09,-0.86,-10.58,1.17,0.24,24,20.43,8126.26,1
522,25-34,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1634,78,709,78,-10.3,7,4616.14,-928.76,-1.2,1994,59.18,-0.13,-11.91,0.09,0.11,21,25.56,3677.08,1
523,35-44,U,15-24K,Probable Renter,Single Female,1,None/Unknown,1648,95,684,95,-188.54,116,5250.36,-1096.65,-31.95,1333,55.27,-1.98,-11.54,1.22,0.13,46,14.03,3965.17,1
524,35-44,B,150-174K,Homeowner,Single Male,1,None/Unknown,1649,47,711,47,0.0,0,1132.4,-163.36,0.0,364,24.09,0.0,-3.48,0.0,0.06,19,7.74,969.04,0
525,45-54,A,75-99K,Homeowner,2 Adults Kids,3,1,1650,95,705,95,-2.5,1,2259.16,-377.13,0.0,690,23.78,-0.03,-3.97,0.01,0.13,25,7.26,1879.53,1
526,35-44,B,Under 15K,Homeowner,Single Female,1,None/Unknown,1653,373,710,373,-37.78,28,19153.75,-4262.47,-2.6,5328,51.35,-0.1,-11.43,0.08,0.51,20,14.28,14853.5,1
527,35-44,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1662,78,702,78,-5.5,4,8617.94,-1532.05,-1.0,2686,110.49,-0.07,-19.64,0.05,0.11,28,34.44,7080.39,1
528,35-44,U,75-99K,Unknown,2 Adults No Kids,2,None/Unknown,1676,84,706,84,-12.9,9,5203.43,-772.06,-1.35,1863,61.95,-0.15,-9.19,0.11,0.12,24,22.18,4418.47,1
529,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1677,171,704,171,-21.35,21,12559.61,-1813.43,-3.25,3810,73.45,-0.12,-10.6,0.12,0.23,26,22.28,10724.83,1
530,45-54,U,75-99K,Unknown,Single Female,1,None/Unknown,1678,70,699,70,-1.0,1,2613.9900000000002,-393.63,0.0,864,37.34,-0.01,-5.62,0.01,0.1,31,12.34,2219.36,1
